transaction_id,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,Revenue,CustomerID,Country,Year,Month
5282,574513,21524,DOORMAT SPOTTY HOME SWEET HOME,10,2011-11-04 13:31:00,7.08,70.8,15291.0,United Kingdom,2011,11
5283,551944,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-05-05 11:08:00,2.95,2.95,14553.0,United Kingdom,2011,5
5284,565445,23319,BOX OF 6 MINI 50'S CRACKERS,2,2011-09-04 14:50:00,2.49,4.98,13548.0,United Kingdom,2011,9
5285,578036,22472,TV DINNER TRAY DOLLY GIRL,1,2011-11-22 14:04:00,4.95,4.95,16474.0,United Kingdom,2011,11
5286,543111,20725,LUNCH BAG RED RETROSPOT,5,2011-02-03 12:44:00,1.65,8.25,15719.0,United Kingdom,2011,2
5287,562545,22178,VICTORIAN GLASS HANGING T-LIGHT,96,2011-08-05 15:46:00,1.06,101.76,12971.0,United Kingdom,2011,8
5288,556067,22090,PAPER BUNTING RETROSPOT,1,2011-06-08 14:35:00,2.95,2.95,12748.0,United Kingdom,2011,6
5289,543802,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,2011-02-13 12:03:00,1.65,1.65,13742.0,United Kingdom,2011,2
5290,564355,16156S,WRAP PINK FAIRY CAKES ,25,2011-08-24 15:12:00,0.42,10.5,13507.0,United Kingdom,2011,8
5291,550188,22629,SPACEBOY LUNCH BOX ,12,2011-04-14 18:57:00,1.95,23.4,12457.0,Switzerland,2011,4
5292,569675,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-10-05 14:03:00,1.25,15.0,15687.0,United Kingdom,2011,10
5293,542231,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-01-26 13:40:00,0.42,10.5,16714.0,United Kingdom,2011,1
5294,567305,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-09-19 13:28:00,3.75,15.0,12621.0,Germany,2011,9
5295,542373,22984,CARD GINGHAM ROSE ,12,2011-01-27 13:38:00,0.42,5.04,16767.0,United Kingdom,2011,1
5296,562276,23202,JUMBO BAG VINTAGE LEAF,20,2011-08-04 10:23:00,2.08,41.6,17735.0,United Kingdom,2011,8
5297,561627,22507,MEMO BOARD RETROSPOT  DESIGN,4,2011-07-28 14:08:00,4.95,19.8,12453.0,Austria,2011,7
5298,551885,21498,RED RETROSPOT WRAP ,25,2011-05-05 09:18:00,0.42,10.5,16700.0,United Kingdom,2011,5
5299,576615,22733,3D TRADITIONAL CHRISTMAS STICKERS,3,2011-11-15 16:42:00,1.25,3.75,17231.0,United Kingdom,2011,11
5300,549307,22423,REGENCY CAKESTAND 3 TIER,1,2011-04-08 09:08:00,12.75,12.75,15119.0,United Kingdom,2011,4
5301,576339,22348,TEA BAG PLATE RED RETROSPOT,2,2011-11-14 15:27:00,1.63,3.26,14096.0,United Kingdom,2011,11
5302,550272,23002,TRAVEL CARD WALLET SKULLS,72,2011-04-15 12:14:00,0.42,30.24,18079.0,United Kingdom,2011,4
5303,566408,22536,MAGIC DRAWING SLATE PURDEY,1,2011-09-12 13:43:00,0.42,0.42,16984.0,United Kingdom,2011,9
5304,556487,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-06-12 13:51:00,2.95,14.75,17289.0,United Kingdom,2011,6
5305,537628,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2010-12-07 15:02:00,0.85,10.2,16293.0,United Kingdom,2010,12
5306,574714,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1,2011-11-06 14:29:00,1.65,1.65,15427.0,United Kingdom,2011,11
5307,564735,21901,"KEY FOB , BACK DOOR ",6,2011-08-28 13:35:00,0.65,3.9000000000000004,15856.0,United Kingdom,2011,8
5308,550158,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-04-14 15:39:00,0.55,13.200000000000001,13989.0,United Kingdom,2011,4
5309,540647,22667,RECIPE BOX RETROSPOT ,1,2011-01-10 14:57:00,2.95,2.95,17406.0,United Kingdom,2011,1
5310,544455,22625,RED KITCHEN SCALES,1,2011-02-20 13:18:00,8.5,8.5,13097.0,United Kingdom,2011,2
5311,576560,23349,ROLL WRAP VINTAGE CHRISTMAS,1,2011-11-15 13:21:00,1.25,1.25,12877.0,United Kingdom,2011,11
5312,548988,22568,FELTCRAFT CUSHION OWL,8,2011-04-05 13:07:00,3.75,30.0,17618.0,United Kingdom,2011,4
5313,541005,21494,ROTATING LEAVES T-LIGHT HOLDER,8,2011-01-13 10:39:00,1.25,10.0,16161.0,United Kingdom,2011,1
5314,567154,22386,JUMBO BAG PINK POLKADOT,1,2011-09-16 16:29:00,2.08,2.08,15523.0,United Kingdom,2011,9
5315,562217,22080,RIBBON REEL POLKADOTS ,10,2011-08-03 14:06:00,1.65,16.5,17659.0,United Kingdom,2011,8
5316,550336,15036,ASSORTED COLOURS SILK FAN,48,2011-04-17 14:55:00,0.83,39.839999999999996,13089.0,United Kingdom,2011,4
5317,544931,10133,COLOURING PENCILS BROWN TUBE,10,2011-02-24 18:59:00,0.85,8.5,13501.0,Switzerland,2011,2
5318,567334,23397,FOOT STOOL HOME SWEET HOME ,2,2011-09-19 14:55:00,9.95,19.9,14911.0,EIRE,2011,9
5319,568519,22619,SET OF 6 SOLDIER SKITTLES,12,2011-09-27 12:57:00,3.75,45.0,16607.0,United Kingdom,2011,9
5320,551250,21935,SUKI  SHOULDER BAG,1,2011-04-27 12:00:00,1.65,1.65,17841.0,United Kingdom,2011,4
5321,551349,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-04-28 10:03:00,1.65,19.799999999999997,14740.0,United Kingdom,2011,4
5322,579133,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,2,2011-11-28 12:36:00,1.25,2.5,17852.0,United Kingdom,2011,11
5323,563215,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-08-14 12:56:00,4.95,14.850000000000001,15683.0,United Kingdom,2011,8
5324,580600,22074,6 RIBBONS SHIMMERING PINKS ,2,2011-12-05 11:13:00,0.39,0.78,12841.0,United Kingdom,2011,12
5325,566231,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,2011-09-11 10:58:00,3.75,22.5,14837.0,United Kingdom,2011,9
5326,571265,22972,CHILDREN'S SPACEBOY MUG,4,2011-10-16 11:31:00,1.65,6.6,16674.0,United Kingdom,2011,10
5327,574685,23497,CLASSIC CHROME BICYCLE BELL ,12,2011-11-06 12:59:00,1.45,17.4,17581.0,United Kingdom,2011,11
5328,566597,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-09-13 15:23:00,0.85,8.5,14194.0,United Kingdom,2011,9
5329,571725,23284,DOORMAT KEEP CALM AND COME IN,2,2011-10-19 08:32:00,8.25,16.5,13491.0,United Kingdom,2011,10
5330,565243,22294,HEART FILIGREE DOVE  SMALL,48,2011-09-02 10:20:00,1.25,60.0,16735.0,United Kingdom,2011,9
5331,543397,21592,RETROSPOT CIGAR BOX MATCHES ,1,2011-02-08 10:32:00,1.25,1.25,17859.0,United Kingdom,2011,2
5332,568794,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,2011-09-29 10:10:00,0.85,10.2,17447.0,United Kingdom,2011,9
5333,563028,47566,PARTY BUNTING,4,2011-08-11 14:16:00,4.95,19.8,17629.0,United Kingdom,2011,8
5334,565067,22224,WHITE LOVEBIRD LANTERN,4,2011-08-31 17:16:00,2.95,11.8,15856.0,United Kingdom,2011,8
5335,552244,22998,TRAVEL CARD WALLET KEEP CALM,1,2011-05-06 19:39:00,0.42,0.42,12748.0,United Kingdom,2011,5
5336,572720,21643,ASSORTED TUTTI FRUTTI MIRROR,12,2011-10-25 15:04:00,1.25,15.0,13978.0,United Kingdom,2011,10
5337,571221,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2011-10-14 13:35:00,1.25,7.5,16416.0,United Kingdom,2011,10
5338,551531,21116,OWL DOORSTOP,3,2011-05-01 13:45:00,4.95,14.850000000000001,15376.0,United Kingdom,2011,5
5339,542647,22918,HERB MARKER PARSLEY,12,2011-01-31 11:46:00,0.65,7.800000000000001,18245.0,United Kingdom,2011,1
5340,572475,20727,LUNCH BAG  BLACK SKULL.,1,2011-10-24 13:37:00,1.65,1.65,15271.0,United Kingdom,2011,10
5341,546534,22822,CREAM WALL PLANTER HEART SHAPED,2,2011-03-14 13:56:00,5.95,11.9,16150.0,United Kingdom,2011,3
5342,561670,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,2011-07-28 17:15:00,0.55,13.200000000000001,17373.0,United Kingdom,2011,7
5343,576062,22465,HANGING METAL STAR LANTERN,6,2011-11-13 15:30:00,1.65,9.899999999999999,12867.0,United Kingdom,2011,11
5344,538630,20712,JUMBO BAG WOODLAND ANIMALS,10,2010-12-13 13:25:00,1.95,19.5,14565.0,United Kingdom,2010,12
5345,537241,21452,TOADSTOOL MONEY BOX,12,2010-12-06 10:18:00,2.95,35.400000000000006,14293.0,United Kingdom,2010,12
5346,556845,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,16,2011-06-15 11:30:00,3.75,60.0,17511.0,United Kingdom,2011,6
5347,538240,22816,CARD MOTORBIKE SANTA,24,2010-12-10 12:00:00,0.42,10.08,16062.0,United Kingdom,2010,12
5348,564147,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2011-08-23 12:21:00,1.25,15.0,14004.0,United Kingdom,2011,8
5349,579503,22699,ROSES REGENCY TEACUP AND SAUCER ,4,2011-11-29 16:23:00,2.95,11.8,17097.0,Spain,2011,11
5350,548991,21067,VINTAGE RED TEATIME MUG,1,2011-04-05 13:48:00,1.25,1.25,16915.0,United Kingdom,2011,4
5351,576860,22994,TRAVEL CARD WALLET RETROSPOT,22,2011-11-16 15:58:00,0.42,9.24,17602.0,United Kingdom,2011,11
5352,549550,90184C,BLACK CHUNKY BEAD BRACELET W STRAP,1,2011-04-10 11:45:00,8.95,8.95,15038.0,United Kingdom,2011,4
5353,557129,82578,KITCHEN METAL SIGN,1,2011-06-16 19:59:00,0.55,0.55,17841.0,United Kingdom,2011,6
5354,575631,22079,RIBBON REEL HEARTS DESIGN ,2,2011-11-10 13:41:00,1.65,3.3,15184.0,United Kingdom,2011,11
5355,566408,82552,WASHROOM METAL SIGN,6,2011-09-12 13:43:00,1.45,8.7,16984.0,United Kingdom,2011,9
5356,555851,22961,JAM MAKING SET PRINTED,10,2011-06-07 13:37:00,1.45,14.5,13050.0,United Kingdom,2011,6
5357,573405,23103,JINGLE BELL HEART DECORATION,1,2011-10-30 15:55:00,1.65,1.65,13822.0,United Kingdom,2011,10
5358,551812,22970,LONDON BUS COFFEE MUG,6,2011-05-04 11:39:00,2.55,15.299999999999999,15527.0,United Kingdom,2011,5
5359,580307,23530,WALL ART ONLY ONE PERSON ,1,2011-12-02 14:30:00,4.95,4.95,12970.0,United Kingdom,2011,12
5360,543033,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,2011-02-02 15:48:00,8.5,8.5,17841.0,United Kingdom,2011,2
5361,569562,22652,TRAVEL SEWING KIT,10,2011-10-05 09:43:00,1.65,16.5,12720.0,Germany,2011,10
5362,545180,POST,POSTAGE,1,2011-02-28 14:42:00,18.0,18.0,12728.0,France,2011,2
5363,550137,23199,JUMBO BAG APPLES,10,2011-04-14 13:59:00,2.08,20.8,12477.0,Germany,2011,4
5364,569695,22092,BLUE PAISLEY TISSUE BOX,36,2011-10-05 15:35:00,0.39,14.040000000000001,16843.0,United Kingdom,2011,10
5365,567128,22505,MEMO BOARD COTTAGE DESIGN,4,2011-09-16 14:04:00,4.95,19.8,18055.0,United Kingdom,2011,9
5366,558102,22556,PLASTERS IN TIN CIRCUS PARADE ,1,2011-06-26 14:06:00,1.65,1.65,17372.0,United Kingdom,2011,6
5367,553418,23207,LUNCH BAG ALPHABET DESIGN,10,2011-05-17 10:10:00,1.65,16.5,18257.0,United Kingdom,2011,5
5368,560576,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,2011-07-19 14:59:00,4.65,4.65,17287.0,United Kingdom,2011,7
5369,566258,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,2011-09-11 12:45:00,4.15,24.900000000000002,13124.0,United Kingdom,2011,9
5370,560041,21535,RED RETROSPOT SMALL MILK JUG,6,2011-07-14 14:46:00,2.55,15.299999999999999,14156.0,EIRE,2011,7
5371,564727,22636,CHILDS BREAKFAST SET CIRCUS PARADE,1,2011-08-28 12:31:00,8.5,8.5,16686.0,United Kingdom,2011,8
5372,555594,23066,SMALL DECO JEWELLERY STAND,2,2011-06-06 10:09:00,8.25,16.5,13880.0,United Kingdom,2011,6
5373,542648,21116,OWL DOORSTOP,3,2011-01-31 11:46:00,4.95,14.850000000000001,12476.0,Germany,2011,1
5374,556038,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-06-08 12:38:00,0.95,0.95,13184.0,United Kingdom,2011,6
5375,555943,POST,POSTAGE,3,2011-06-08 10:15:00,40.0,120.0,13520.0,Switzerland,2011,6
5376,546420,21937,STRAWBERRY   PICNIC BAG,4,2011-03-13 11:18:00,2.95,11.8,14810.0,United Kingdom,2011,3
5377,569212,22335,HEART DECORATION PAINTED ZINC ,6,2011-10-02 12:05:00,0.65,3.9000000000000004,15164.0,United Kingdom,2011,10
5378,552285,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-05-08 12:58:00,9.95,9.95,14684.0,United Kingdom,2011,5
5379,571033,22544,MINI JIGSAW SPACEBOY,24,2011-10-13 12:46:00,0.42,10.08,14251.0,United Kingdom,2011,10
5380,547667,22713,CARD I LOVE LONDON ,12,2011-03-24 13:25:00,0.42,5.04,16700.0,United Kingdom,2011,3
5381,539760,20828,GLITTER BUTTERFLY CLIPS,3,2010-12-21 17:16:00,2.55,7.6499999999999995,17400.0,United Kingdom,2010,12
5382,550360,21181,PLEASE ONE PERSON METAL SIGN,2,2011-04-18 10:55:00,2.1,4.2,14978.0,United Kingdom,2011,4
5383,544368,85227,SET OF 6 3D KIT CARDS FOR KIDS,8,2011-02-18 11:27:00,0.85,6.8,14057.0,United Kingdom,2011,2
5384,559151,21623,VINTAGE UNION JACK MEMOBOARD,6,2011-07-06 15:02:00,8.5,51.0,17389.0,United Kingdom,2011,7
5385,540169,21527,RED RETROSPOT TRADITIONAL TEAPOT ,1,2011-01-05 12:20:00,7.95,7.95,14527.0,United Kingdom,2011,1
5386,575491,82583,HOT BATHS METAL SIGN,1,2011-11-09 17:47:00,2.1,2.1,15531.0,United Kingdom,2011,11
5387,546899,21930,JUMBO STORAGE BAG SKULLS,30,2011-03-17 18:27:00,1.65,49.5,14298.0,United Kingdom,2011,3
5388,556917,21537,RED RETROSPOT PUDDING BOWL,64,2011-06-15 13:37:00,3.75,240.0,12415.0,Australia,2011,6
5389,563900,22386,JUMBO BAG PINK POLKADOT,200,2011-08-21 11:05:00,1.79,358.0,14566.0,Channel Islands,2011,8
5390,538651,47580,TEA TIME DES TEA COSY,5,2010-12-13 15:07:00,2.55,12.75,15311.0,United Kingdom,2010,12
5391,564718,79321,CHILLI LIGHTS,1,2011-08-28 11:25:00,5.75,5.75,13301.0,United Kingdom,2011,8
5392,539444,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2010-12-17 15:52:00,0.85,10.2,14146.0,United Kingdom,2010,12
5393,574258,23154,SET OF 4 JAM JAR MAGNETS,2,2011-11-03 13:50:00,2.08,4.16,16891.0,United Kingdom,2011,11
5394,544162,22919,HERB MARKER MINT,7,2011-02-16 13:00:00,0.65,4.55,14959.0,United Kingdom,2011,2
5395,545658,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,2011-03-04 14:13:00,1.45,1.45,14670.0,United Kingdom,2011,3
5396,570855,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,2011-10-12 14:56:00,0.83,9.959999999999999,17314.0,United Kingdom,2011,10
5397,566195,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-09-09 13:44:00,1.25,15.0,12433.0,Norway,2011,9
5398,552265,22980,PANTRY SCRUBBING BRUSH,1,2011-05-08 11:41:00,1.65,1.65,14161.0,United Kingdom,2011,5
5399,550389,23154,SET OF 4 JAM JAR MAGNETS,6,2011-04-18 11:53:00,2.08,12.48,17284.0,United Kingdom,2011,4
5400,578292,23490,T-LIGHT HOLDER HANGING LOVE BIRD,6,2011-11-23 14:35:00,3.75,22.5,13174.0,United Kingdom,2011,11
5401,572294,21429,RED GINGHAM ROSE JEWELLERY BOX,4,2011-10-23 13:10:00,1.95,7.8,13471.0,United Kingdom,2011,10
5402,540955,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-01-12 13:27:00,2.95,11.8,14715.0,United Kingdom,2011,1
5403,570269,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-10-10 10:16:00,1.25,15.0,17227.0,United Kingdom,2011,10
5404,563477,23292,SPACEBOY CHILDRENS CUP,1,2011-08-16 15:39:00,1.25,1.25,17097.0,Spain,2011,8
5405,563565,21714,CITRONELLA CANDLE GARDEN POT,6,2011-08-17 14:22:00,1.25,7.5,17338.0,United Kingdom,2011,8
5406,537634,84836,ZINC METAL HEART DECORATION,12,2010-12-07 15:15:00,1.25,15.0,16775.0,United Kingdom,2010,12
5407,575059,23461,SWEETHEART BIRD HOUSE,1,2011-11-08 12:25:00,4.15,4.15,14071.0,United Kingdom,2011,11
5408,555471,22487,WHITE WOOD GARDEN PLANT LADDER,2,2011-06-03 11:42:00,9.95,19.9,16117.0,United Kingdom,2011,6
5409,536863,20963,APPLE BATH SPONGE,1,2010-12-03 11:19:00,1.25,1.25,17967.0,United Kingdom,2010,12
5410,578541,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-11-24 15:01:00,8.5,17.0,14277.0,France,2011,11
5411,543033,22196,SMALL HEART MEASURING SPOONS,1,2011-02-02 15:48:00,0.85,0.85,17841.0,United Kingdom,2011,2
5412,538086,21034,REX CASH+CARRY JUMBO SHOPPER,2,2010-12-09 14:44:00,0.95,1.9,12872.0,United Kingdom,2010,12
5413,577855,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1,2011-11-22 11:18:00,0.39,0.39,15877.0,United Kingdom,2011,11
5414,554663,79191C,RETRO PLASTIC ELEPHANT TRAY,1,2011-05-25 14:29:00,0.85,0.85,14985.0,United Kingdom,2011,5
5415,570672,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-10-11 14:52:00,2.95,17.700000000000003,12536.0,France,2011,10
5416,542111,21498,RED RETROSPOT WRAP ,25,2011-01-25 13:55:00,0.42,10.5,14341.0,United Kingdom,2011,1
5417,572760,22176,BLUE OWL SOFT TOY,12,2011-10-26 08:30:00,2.95,35.400000000000006,16225.0,United Kingdom,2011,10
5418,540838,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-01-11 15:13:00,1.25,15.0,13862.0,United Kingdom,2011,1
5419,565738,23202,JUMBO BAG VINTAGE LEAF,15,2011-09-06 12:30:00,2.08,31.200000000000003,14667.0,United Kingdom,2011,9
5420,570650,21175,GIN + TONIC DIET METAL SIGN,3,2011-10-11 13:13:00,2.55,7.6499999999999995,13263.0,United Kingdom,2011,10
5421,574550,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,1,2011-11-04 15:18:00,0.83,0.83,12484.0,Spain,2011,11
5422,554009,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-05-20 12:38:00,1.25,15.0,12935.0,United Kingdom,2011,5
5423,539050,22482,BLUE TEA TOWEL CLASSIC DESIGN,2,2010-12-15 16:21:00,1.25,2.5,12577.0,France,2010,12
5424,559809,21289,LARGE STRIPES CHOCOLATE GIFT BAG,16,2011-07-12 14:57:00,1.25,20.0,16409.0,United Kingdom,2011,7
5425,567878,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2011-09-22 14:42:00,2.55,2.55,16910.0,United Kingdom,2011,9
5426,550781,79066K,RETRO MOD TRAY,20,2011-04-20 13:43:00,0.85,17.0,13097.0,United Kingdom,2011,4
5427,537198,20685,DOORMAT RED RETROSPOT,10,2010-12-05 14:03:00,6.75,67.5,12647.0,Germany,2010,12
5428,549387,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,2011-04-08 11:33:00,4.15,16.6,13178.0,United Kingdom,2011,4
5429,575049,23354,6 GIFT TAGS 50'S CHRISTMAS ,24,2011-11-08 12:13:00,0.83,19.919999999999998,12721.0,France,2011,11
5430,545660,85124C,GREEN JUICY FRUIT PHOTO FRAME,2,2011-03-04 14:28:00,2.55,5.1,17191.0,United Kingdom,2011,3
5431,548276,22027,TEA PARTY BIRTHDAY CARD,24,2011-03-30 11:39:00,0.42,10.08,17863.0,United Kingdom,2011,3
5432,567887,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,2011-09-22 15:28:00,2.1,12.600000000000001,15237.0,United Kingdom,2011,9
5433,571314,23566,EGG CUP MILKMAID HEIDI,48,2011-10-17 10:43:00,1.25,60.0,14156.0,EIRE,2011,10
5434,579271,22960,JAM MAKING SET WITH JARS,152,2011-11-29 09:56:00,4.6,699.1999999999999,17450.0,United Kingdom,2011,11
5435,548645,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,96,2011-04-01 13:04:00,2.55,244.79999999999998,17457.0,United Kingdom,2011,4
5436,544568,22493,PAINT YOUR OWN CANVAS SET,12,2011-02-21 12:54:00,1.65,19.799999999999997,15065.0,United Kingdom,2011,2
5437,545045,22192,BLUE DINER WALL CLOCK,1,2011-02-27 11:40:00,8.5,8.5,15708.0,United Kingdom,2011,2
5438,565472,23159,SET OF 5 PANCAKE DAY MAGNETS,6,2011-09-05 10:15:00,2.08,12.48,16255.0,United Kingdom,2011,9
5439,543022,22318,FIVE HEART HANGING DECORATION,4,2011-02-02 14:37:00,2.95,11.8,16771.0,United Kingdom,2011,2
5440,540249,79321,CHILLI LIGHTS,8,2011-01-05 16:00:00,4.95,39.6,15298.0,United Kingdom,2011,1
5441,562569,20719,WOODLAND CHARLOTTE BAG,10,2011-08-07 12:05:00,0.85,8.5,17323.0,United Kingdom,2011,8
5442,580049,22419,LIPSTICK PEN RED,12,2011-12-01 12:54:00,0.42,5.04,13599.0,United Kingdom,2011,12
5443,572569,35637A,IVORY STRING CURTAIN WITH POLE ,1,2011-10-25 10:32:00,1.95,1.95,17870.0,United Kingdom,2011,10
5444,575193,22990,COTTON APRON PANTRY DESIGN,2,2011-11-09 09:34:00,4.95,9.9,12681.0,France,2011,11
5445,549711,23010,CIRCUS PARADE BABY GIFT SET,2,2011-04-11 14:07:00,16.95,33.9,13654.0,United Kingdom,2011,4
5446,541279,22198,LARGE POPCORN HOLDER ,12,2011-01-17 11:55:00,1.65,19.799999999999997,18223.0,United Kingdom,2011,1
5447,564727,82494L,WOODEN FRAME ANTIQUE WHITE ,2,2011-08-28 12:31:00,2.95,5.9,16686.0,United Kingdom,2011,8
5448,566227,82494L,WOODEN FRAME ANTIQUE WHITE ,48,2011-09-11 10:42:00,2.55,122.39999999999999,14258.0,United Kingdom,2011,9
5449,575187,23472, NINE DRAWER OFFICE TIDY,1,2011-11-09 09:06:00,14.95,14.95,16759.0,United Kingdom,2011,11
5450,555501,21625,VINTAGE UNION JACK APRON,1,2011-06-03 15:37:00,6.95,6.95,15508.0,United Kingdom,2011,6
5451,578187,22094,RED RETROSPOT TISSUE BOX,36,2011-11-23 11:40:00,0.39,14.040000000000001,14336.0,United Kingdom,2011,11
5452,572294,23296,SET OF 6 TEA TIME BAKING CASES,4,2011-10-23 13:10:00,1.25,5.0,13471.0,United Kingdom,2011,10
5453,560248,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-07-17 12:24:00,1.25,15.0,16255.0,United Kingdom,2011,7
5454,570555,20777,CHRYSANTHEMUM NOTEBOOK,6,2011-10-11 11:03:00,1.65,9.899999999999999,17119.0,United Kingdom,2011,10
5455,580272,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2,2011-12-02 12:52:00,0.83,1.66,15547.0,United Kingdom,2011,12
5456,568991,22632,HAND WARMER RED RETROSPOT,3,2011-09-29 16:44:00,2.1,6.300000000000001,18204.0,United Kingdom,2011,9
5457,573370,22617,BAKING SET SPACEBOY DESIGN,3,2011-10-30 13:30:00,4.95,14.850000000000001,16626.0,United Kingdom,2011,10
5458,579258,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-11-29 08:21:00,1.25,15.0,15148.0,United Kingdom,2011,11
5459,540480,21579,LOLITA  DESIGN  COTTON TOTE BAG,12,2011-01-07 15:27:00,2.25,27.0,12480.0,Germany,2011,1
5460,544087,20756,GREEN FERN POCKET BOOK,3,2011-02-15 17:02:00,0.85,2.55,17530.0,United Kingdom,2011,2
5461,571712,22897,OVEN MITT APPLES DESIGN,2,2011-10-18 16:46:00,1.45,2.9,14056.0,United Kingdom,2011,10
5462,553833,21172,PARTY METAL SIGN ,1,2011-05-19 11:41:00,1.45,1.45,17346.0,United Kingdom,2011,5
5463,574476,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2011-11-04 12:20:00,0.85,0.85,17203.0,United Kingdom,2011,11
5464,544633,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,4,2011-02-22 10:59:00,1.25,5.0,17315.0,United Kingdom,2011,2
5465,561917,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,2011-08-01 11:57:00,2.08,2.08,16904.0,United Kingdom,2011,8
5466,547100,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-03-21 10:31:00,1.95,19.5,15615.0,United Kingdom,2011,3
5467,566329,21929,JUMBO BAG PINK VINTAGE PAISLEY,3,2011-09-12 12:20:00,2.08,6.24,14527.0,United Kingdom,2011,9
5468,572213,22454,MEASURING TAPE BABUSHKA RED,6,2011-10-21 12:44:00,2.95,17.700000000000003,15358.0,United Kingdom,2011,10
5469,549257,20716,PARTY FOOD SHOPPER BAG,1,2011-04-07 12:29:00,1.25,1.25,14465.0,United Kingdom,2011,4
5470,561098,21623,VINTAGE UNION JACK MEMOBOARD,2,2011-07-25 10:56:00,9.95,19.9,14194.0,United Kingdom,2011,7
5471,564351,22149,FELTCRAFT 6 FLOWER FRIENDS,40,2011-08-24 14:59:00,1.85,74.0,13881.0,United Kingdom,2011,8
5472,543828,22423,REGENCY CAKESTAND 3 TIER,16,2011-02-14 09:45:00,10.95,175.2,14156.0,EIRE,2011,2
5473,540957,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,1,2011-01-12 13:30:00,1.65,1.65,15311.0,United Kingdom,2011,1
5474,570886,21354,TOAST ITS - BEST MUM,36,2011-10-13 10:23:00,1.05,37.800000000000004,13777.0,United Kingdom,2011,10
5475,561045,51014A,"FEATHER PEN,HOT PINK",48,2011-07-24 12:29:00,0.39,18.72,17522.0,United Kingdom,2011,7
5476,543116,22960,JAM MAKING SET WITH JARS,12,2011-02-03 13:29:00,3.75,45.0,17672.0,United Kingdom,2011,2
5477,574777,21166,COOK WITH WINE METAL SIGN ,12,2011-11-07 10:23:00,2.08,24.96,17761.0,United Kingdom,2011,11
5478,540458,21983,PACK OF 12 BLUE PAISLEY TISSUES ,24,2011-01-07 12:28:00,0.29,6.959999999999999,12501.0,Germany,2011,1
5479,567462,21625,VINTAGE UNION JACK APRON,1,2011-09-20 12:35:00,6.95,6.95,14446.0,United Kingdom,2011,9
5480,575848,21918,SET 12 KIDS COLOUR  CHALK STICKS,4,2011-11-11 12:10:00,0.42,1.68,14178.0,United Kingdom,2011,11
5481,580876,22068,BLACK PIRATE TREASURE CHEST,2,2011-12-06 12:12:00,0.39,0.78,14071.0,United Kingdom,2011,12
